"","year","id","c_name","name","life_period","center_lowest_pa","center_stronger_wind","strom_7_R","strom_10_R","warming_times","start_time","end_time"
"1751",1983,198312,"¶P§B¯S","HERBERT",3,"---",25,0,0,0,1983-10-06 12:00:00,1983-10-09 00:00:00
"1753",1983,198311,"³ìµX¨È","GEORGIA",3,"---",28,0,0,0,1983-09-28 00:00:00,1983-10-01 12:00:00
"1755",1983,198310,"¦ò·ç¯S","FORREST",8,"---",77,0,0,14,1983-09-20 12:00:00,1983-09-28 06:00:00
"1757",1983,198309,"¦ã­Û","ELLEN",13,"---",66,0,0,11,1983-08-27 00:00:00,1983-09-09 12:00:00
"1759",1983,198308,"­ð©i","DOM",9,"---",28,0,0,0,1983-08-17 06:00:00,1983-08-26 06:00:00
"1761",1983,198307,"¥dªù","CARMEN",2,"---",23,0,0,0,1983-08-13 06:00:00,1983-08-15 06:00:00
"1763",1983,198306,"¯Z®¦","BEN",3,"---",25,0,0,0,1983-08-12 00:00:00,1983-08-15 06:00:00
"1765",1983,198305,"¦ã¨©","ABBY",12,"---",77,0,0,15,1983-08-05 00:00:00,1983-08-17 12:00:00
"1767",1983,198304,"­³®¦","WAYNE",5,"---",72,0,0,10,1983-07-20 18:00:00,1983-07-25 18:00:00
"1769",1983,198303,"Á¨©Ô","VERA",9,"---",46,0,0,0,1983-07-09 06:00:00,1983-07-18 06:00:00
"1771",1983,198302,"¨f´¶","TIP",4,"---",33,0,0,0,1983-07-09 12:00:00,1983-07-13 18:00:00
"1773",1983,198301,"²ï©Ô","SARAH",5,"---",18,0,0,0,1983-06-21 06:00:00,1983-06-26 06:00:00
"1775",1982,198226,"Ã¹ªN","ROGER",3,"---",33,0,0,0,1982-12-07 06:00:00,1982-12-10 18:00:00
"1777",1982,198225,"ªi±K©Ô","PAMELA",17,"---",51,0,0,0,1982-11-22 00:00:00,1982-12-09 00:00:00
"1779",1982,198224,"¶ø¤å","OWEN",14,"---",54,0,0,0,1982-10-14 00:00:00,1982-10-28 00:00:00
"1781",1982,198223,"«n¬I","NANCY",8,"---",59,0,0,6,1982-10-10 12:00:00,1982-10-18 06:00:00
"1783",1982,198222,"³Á§J","MAC",8,"---",72,0,0,0,1982-10-01 00:00:00,1982-10-09 06:00:00
"1785",1982,198221,"Ã¹©Ô","LOLA",4,"---",25,0,0,0,1982-09-15 00:00:00,1982-09-19 00:00:00
"1787",1982,198220,"ªÖ®¦","KEN",9,"---",56,0,0,18,1982-09-16 00:00:00,1982-09-25 00:00:00
"1789",1982,198219,"¯ü­}","JUDY",7,"---",46,0,0,0,1982-09-05 00:00:00,1982-09-12 18:00:00
"1791",1982,198218,"¼Ú±Ó","IRVING",12,"---",46,0,0,0,1982-09-04 18:00:00,1982-09-16 00:00:00
"1793",1982,198217,"¶P´¶","HOPE",2,"---",30,0,0,0,1982-09-04 00:00:00,1982-09-06 18:00:00
"1795",1982,198216,"¤àµn","GORDON",9,"---",51,0,0,0,1982-08-27 00:00:00,1982-09-05 06:00:00
"1797",1982,198215,"¶O¨Ì","FAYE",14,"---",46,0,0,6,1982-08-20 00:00:00,1982-09-03 06:00:00
"1799",1982,198214,"¦ã°Ç¤h","ELLIS",10,"---",64,0,0,0,1982-08-17 06:00:00,1982-08-27 12:00:00
"1801",1982,198213,"ÂL¯S","DOT",7,"---",41,0,0,11,1982-08-08 00:00:00,1982-08-15 18:00:00
"1803",1982,198212,"¦è¥K","CECIL",10,"---",64,0,0,20,1982-08-04 12:00:00,1982-08-14 18:00:00
"1805",1982,198211,"¨©µ·","BESS",11,"---",72,0,0,0,1982-07-22 00:00:00,1982-08-02 06:00:00
"1807",1982,198210,"¦w­}","ANDY",9,"---",61,0,0,16,1982-07-21 12:00:00,1982-07-30 00:00:00
"1809",1982,198209,"·Å¿Õ®R","WINONA",5,"---",28,0,0,0,1982-07-12 12:00:00,1982-07-17 12:00:00
"1811",1982,198208,"½Ã¶ø","VAL",2,"---",28,0,0,0,1982-07-02 00:00:00,1982-07-04 00:00:00
"1813",1982,198207,"¸¦µ·","TESS",4,"---",18,0,0,4,1982-06-28 00:00:00,1982-07-02 06:00:00
"1815",1982,198206,"´µ³Í´¶","SKIP",2,"---",25,0,0,0,1982-06-29 06:00:00,1982-07-01 12:00:00
"1817",1982,198205,"¾|ºÑ","RUBY",8,"---",38,0,0,0,1982-06-18 18:00:00,1982-06-26 12:00:00
"1819",1982,198204,"¬£¯S","PAT",6,"---",54,0,0,0,1982-05-16 18:00:00,1982-05-22 18:00:00
"1821",1982,198203,"¼ÚÂL²ï","ODESSA",7,"---",38,0,0,0,1982-03-28 06:00:00,1982-04-04 06:00:00
"1823",1982,198202,"¥§º¸´Ë","NELSON",14,"---",54,0,0,0,1982-03-18 06:00:00,1982-04-01 06:00:00
"1825",1982,198201,"º¿¬ü","MAMIE",11,"---",30,0,0,0,1982-03-14 12:00:00,1982-03-25 00:00:00
"1827",1981,198128,"§õ¤¨","LEE",6,"---",48,0,0,0,1981-12-22 18:00:00,1981-12-28 12:00:00
"1829",1981,198127,"§J¸¦","KIT",11,"---",59,0,0,0,1981-12-09 06:00:00,1981-12-20 18:00:00
"1831",1981,198126,"³Ç¤Ò","JEFF",5,"---",18,0,0,0,1981-11-21 00:00:00,1981-11-26 06:00:00
"1833",1981,198125,"¥ìº¿","IRMA",10,"---",69,0,0,7,1981-11-17 18:00:00,1981-11-27 00:00:00
"1835",1981,198124,"®ü·æ","HAZEN",10,"---",51,0,0,0,1981-11-13 06:00:00,1981-11-23 06:00:00
"1837",1981,198123,"»\¨Ì","GAY",9,"---",48,0,0,4,1981-10-14 00:00:00,1981-10-23 06:00:00
"1839",1981,198122,"¶O»«","FABIAN",3,"---",23,0,0,0,1981-10-11 06:00:00,1981-10-14 12:00:00
"1841",1981,198121,"¦ãº¸¦è","ELSIE",8,"---",77,0,0,0,1981-09-24 00:00:00,1981-10-02 06:00:00
"1843",1981,198120,"§ùº¸","DOYLE",4,"---",41,0,0,0,1981-09-19 00:00:00,1981-09-23 18:00:00
"1845",1981,198119,"¸¯µÜ©Ô","CLARA",8,"---",61,0,0,12,1981-09-14 12:00:00,1981-09-22 12:00:00
"1847",1981,198118,"¤ñº¸","BILL",4,"---",43,0,0,0,1981-09-03 06:00:00,1981-09-07 06:00:00
"1849",1981,198117,"¦ã©gµ·","AGNES",7,"---",48,0,0,9,1981-08-25 12:00:00,1981-09-01 18:00:00
"1851",1981,198116,"µØ­Û","WARREN",3,"---",23,0,0,0,1981-08-17 00:00:00,1981-08-20 12:00:00
"1853",1981,198115,"­S©g²ï","VANESSA",3,"---",28,0,0,0,1981-08-16 06:00:00,1981-08-19 06:00:00
"1855",1981,198114,"ÁÉ±o","THAD",7,"---",43,0,0,0,1981-08-16 12:00:00,1981-08-23 18:00:00
"1857",1981,198113,"Ä¬¬À","SUSAN",7,"---",30,0,0,0,1981-08-06 18:00:00,1981-08-13 00:00:00
"1859",1981,198112,"Ã¹¨Ì","ROY",5,"---",25,0,0,0,1981-08-04 00:00:00,1981-08-09 00:00:00
"1861",1981,198111,"¶O²úµ·","PHYLLIS",1,"---",23,0,0,0,1981-08-03 00:00:00,1981-08-04 18:00:00
"1863",1981,198110,"¶ø§J¹y","OGDEN",5,"---",33,0,0,0,1981-07-27 00:00:00,1981-08-01 00:00:00
"1865",1981,198109,"©g®R","NINA",1,"---",18,0,0,0,1981-07-22 00:00:00,1981-07-23 00:00:00
"1867",1981,198108,"²ö·ç","MAURY",3,"---",28,0,0,8,1981-07-17 00:00:00,1981-07-20 00:00:00
"1869",1981,198107,"µY®¦","LYNN",5,"---",28,0,0,0,1981-07-02 00:00:00,1981-07-07 12:00:00
"1871",1981,198106,"³Í¥ß","KELLY",7,"---",38,0,0,0,1981-06-28 18:00:00,1981-07-05 00:00:00
"1873",1981,198105,"¸Ê®¦","JUNE",6,"---",38,0,0,12,1981-06-16 12:00:00,1981-06-22 12:00:00
"1875",1981,198104,"¦ã§J","IKE",7,"---",33,0,0,8,1981-06-07 18:00:00,1981-06-14 00:00:00
"1877",1981,198103,"°qÄR","HOLLY",11,"---",23,0,0,0,1981-04-29 00:00:00,1981-05-10 00:00:00
"1879",1981,198102,"³Ç¾|±o","GERALD",6,"---",30,0,0,0,1981-04-14 18:00:00,1981-04-20 00:00:00
"1881",1981,198101,"ªÜ·ç¹F","FREDA",6,"---",51,0,0,0,1981-03-11 12:00:00,1981-03-17 18:00:00
"1883",1980,198024,"¦ã¼w","ED",6,"---",25,0,0,0,1980-12-15 00:00:00,1980-12-21 00:00:00
"1885",1980,198023,"ÂL¯Ç","DINAH",7,"---",51,0,0,0,1980-11-18 06:00:00,1980-11-25 06:00:00
"1887",1980,198022,"³Í·ç","CARY",5,"---",18,0,0,0,1980-10-28 18:00:00,1980-11-02 00:00:00
"1889",1980,198021,"¨©¸¦","BETTY",10,"---",64,0,0,5,1980-10-28 12:00:00,1980-11-07 18:00:00
"1891",1980,198020,"¨È°Ç¤h","ALEX",5,"---",18,0,0,0,1980-10-09 18:00:00,1980-10-14 00:00:00
"1893",1980,198019,"ÃQ®¦","WYNNE",13,"---",77,0,0,11,1980-10-02 12:00:00,1980-10-15 00:00:00
"1895",1980,198018,"¶O«n","VERNON",6,"---",54,0,0,0,1980-09-27 00:00:00,1980-10-03 18:00:00
"1897",1980,198017,"ÁÉ¬¥º¿","THELMA",4,"---",28,0,0,0,1980-09-26 00:00:00,1980-09-30 12:00:00
"1899",1980,198016,"µ·ºÑ·ç","SPERRY",10,"---",33,0,0,0,1980-09-12 18:00:00,1980-09-22 00:00:00
"1901",1980,198015,"¾|µ·","RUTH",3,"---",33,0,0,0,1980-09-13 00:00:00,1980-09-16 06:00:00
"1903",1980,198014,"¬Ä¦è","PERCY",6,"---",64,0,0,15,1980-09-13 12:00:00,1980-09-19 12:00:00
"1905",1980,198013,"¼Ú³Í¯S","ORCHID",5,"---",43,0,0,0,1980-09-06 00:00:00,1980-09-11 18:00:00
"1907",1980,198012,"¿Õ·ç´µ","NORRIS",6,"---",46,0,0,9,1980-08-23 00:00:00,1980-08-29 00:00:00
"1909",1980,198011,"º¿ªÛ","MARGE",8,"---",56,0,0,0,1980-08-07 12:00:00,1980-08-15 18:00:00
"1911",1980,198010,"°Ç§J´µ","LEX",12,"---",41,0,0,0,1980-07-26 06:00:00,1980-08-07 06:00:00
"1913",1980,198009,"¶}±ö","KIM",8,"---",66,0,0,10,1980-07-19 06:00:00,1980-07-27 18:00:00
"1915",1980,198008,"³ì¨Ì","JOE",7,"---",54,0,0,0,1980-07-16 06:00:00,1980-07-23 00:00:00
"1917",1980,198007,"¦ã¹F","IDA",5,"---",30,0,0,13,1980-07-06 06:00:00,1980-07-11 18:00:00
"1919",1980,198006,"¶P§B¯S","HERBERT",7,"---",25,0,0,0,1980-06-21 18:00:00,1980-06-28 18:00:00
"1921",1980,198005,"³ìµX¨È","GEORGIA",5,"---",28,0,0,7,1980-05-19 12:00:00,1980-05-24 12:00:00
"1923",1980,198004,"¦ò·ç¯S","FORREST",7,"---",28,0,0,0,1980-05-19 00:00:00,1980-05-26 06:00:00
"1925",1980,198003,"¦ã­Û","ELLEN",9,"---",56,0,0,0,1980-05-12 00:00:00,1980-05-21 18:00:00
"1927",1980,198002,"­ð©i","DOM",12,"---",46,0,0,0,1980-05-08 00:00:00,1980-05-20 00:00:00
"1929",1980,198001,"¥dªù","CARMEN",5,"---",30,0,0,0,1980-04-04 00:00:00,1980-04-09 00:00:00
"1935",1979,197923,"¯Z®¦","BEN",3,"---",30,0,0,0,1979-12-20 00:00:00,1979-12-23 12:00:00
"1937",1979,197922,"¦ã¨©","ABBY",15,"---",56,0,0,0,1979-11-30 06:00:00,1979-12-15 00:00:00
"1939",1979,197921,"­³®¦","WAYNE",6,"---",25,0,0,0,1979-11-07 18:00:00,1979-11-13 18:00:00
"1941",1979,197920,"Á¨©Ô","VERA",5,"---",72,0,0,0,1979-11-02 00:00:00,1979-11-07 12:00:00
"1943",1979,197919,"¨f´¶","TIP",15,"---",84,0,0,13,1979-10-04 00:00:00,1979-10-19 18:00:00
"1945",1979,197918,"²ï©Ô","SARAH",12,"---",56,0,0,0,1979-10-03 18:00:00,1979-10-15 00:00:00
"1947",1979,197917,"Ã¹ªN","ROGER",5,"---",23,0,0,0,1979-10-02 00:00:00,1979-10-07 06:00:00
"1949",1979,197916,"ªi±K©Ô","PAMELA",2,"---",23,0,0,0,1979-09-24 12:00:00,1979-09-26 18:00:00
"1951",1979,197915,"¶ø¤å","OWEN",9,"---",56,0,0,7,1979-09-22 00:00:00,1979-10-01 00:00:00
"1953",1979,197914,"«n¬I","NANCY",5,"---",23,0,0,0,1979-09-17 12:00:00,1979-09-22 12:00:00
"1955",1979,197913,"³Á§J","MAC",9,"---",36,0,0,0,1979-09-15 12:00:00,1979-09-24 00:00:00
"1957",1979,197912,"Ã¹©Ô","LOLA",7,"---",46,0,0,0,1979-09-02 00:00:00,1979-09-09 00:00:00
"1959",1979,197911,"ªÖ®¦","KEN",4,"---",30,0,0,0,1979-08-31 00:00:00,1979-09-04 12:00:00
"1961",1979,197910,"¯ü­}","JUDY",10,"---",69,0,0,10,1979-08-16 12:00:00,1979-08-26 12:00:00
"1963",1979,197909,"¼Ú±Ó","IRVING",11,"---",46,0,0,15,1979-08-07 12:00:00,1979-08-18 06:00:00
"1965",1979,197908,"¶P¿\","HOPE",13,"---",66,0,0,9,1979-07-24 06:00:00,1979-08-06 18:00:00
"1967",1979,197907,"¤àµn","GORDON",4,"---",30,0,0,9,1979-07-25 18:00:00,1979-07-29 12:00:00
"1969",1979,197906,"¶O¨Ì","FAYE",7,"---",20,0,0,0,1979-06-30 06:00:00,1979-07-07 00:00:00
"1971",1979,197905,"¦ã°Ç¤h","ELLIS",7,"---",43,0,0,8,1979-06-29 00:00:00,1979-07-06 06:00:00
"1973",1979,197904,"ÂL¯S","DOT",10,"---",20,0,0,0,1979-05-07 18:00:00,1979-05-17 00:00:00
"1975",1979,197903,"¦è¥K","CECIL",12,"---",41,0,0,0,1979-04-09 18:00:00,1979-04-21 00:00:00
"1977",1979,197902,"¨©µ·","BESS",6,"---",46,0,0,0,1979-03-19 00:00:00,1979-03-25 00:00:00
"1979",1979,197901,"¦ãÄRµ·","ALICE",13,"---",56,0,0,0,1979-01-01 00:00:00,1979-01-14 06:00:00
"1984",1978,197828,"·Å©g","WINNIE",5,"---",28,0,0,0,1978-11-25 12:00:00,1978-11-30 00:00:00
"1986",1978,197827,"½Ã¼Ú©Ô","VIOLA",8,"---",64,0,0,0,1978-11-16 12:00:00,1978-11-24 00:00:00
"1988",1978,197826,"¸¦µ·","TESS",5,"---",30,0,0,0,1978-11-01 00:00:00,1978-11-06 12:00:00
"1990",1978,197825,"²ú®õ","RITA",13,"---",77,0,0,0,1978-10-16 00:00:00,1978-10-29 12:00:00
"1992",1978,197824,"¶O²úµ·","PHYLLIS",7,"---",48,0,0,0,1978-10-15 00:00:00,1978-10-22 00:00:00
"1994",1978,197823,"°þ©Ô","ORA",7,"---",43,0,0,12,1978-10-08 00:00:00,1978-10-15 00:00:00
"1996",1978,197822,"©g®R","NINA",10,"---",30,0,0,0,1978-10-06 00:00:00,1978-10-16 12:00:00
"1998",1978,197821,"º¿¬ü","MAMIE",5,"---",36,0,0,0,1978-09-29 00:00:00,1978-10-04 12:00:00
"2000",1978,197820,"Ã¹©Ô","LOLA",9,"---",38,0,0,0,1978-09-23 00:00:00,1978-10-02 12:00:00
"2002",1978,197819,"§J¸¦","KIT",6,"---",25,0,0,0,1978-09-20 06:00:00,1978-09-26 12:00:00
"2004",1978,197818,"¸Ê­}","JUDY",8,"---",46,0,0,0,1978-09-09 12:00:00,1978-09-17 06:00:00
"2006",1978,197817,"¥ìº¿","IRMA",6,"---",33,0,0,0,1978-09-09 12:00:00,1978-09-15 12:00:00
"2008",1978,197816,"®ü´µ¯S","HESTER",4,"---",25,0,0,0,1978-08-28 06:00:00,1978-09-01 00:00:00
"2010",1978,197815,"¸¯¼ÖÂ§","GLORIA",3,"---",20,0,0,0,1978-08-28 12:00:00,1978-08-31 12:00:00
"2012",1978,197814,"¶O¨Ì","FAYE",13,"---",54,0,0,0,1978-08-25 00:00:00,1978-09-07 12:00:00
"2014",1978,197813,"¦ãµY","ELAINE",7,"---",33,0,0,0,1978-08-21 00:00:00,1978-08-28 00:00:00
"2016",1978,197812,"ÂL©Ô","DELLA",3,"---",23,0,0,5,1978-08-10 00:00:00,1978-08-13 12:00:00
"2018",1978,197811,"¥dªù","CARMEN",10,"---",41,0,0,6,1978-08-10 12:00:00,1978-08-20 00:00:00
"2020",1978,197810,"¨¹©g","BONNIE",4,"---",20,0,0,0,1978-08-08 12:00:00,1978-08-12 00:00:00
"2022",1978,197809,"¦ã©gµ·","AGNES",6,"---",25,0,0,0,1978-07-24 00:00:00,1978-07-30 00:00:00
"2024",1978,197808,"­S­}","WENDY",11,"---",41,0,0,13,1978-07-22 00:00:00,1978-08-02 12:00:00
"2026",1978,197807,"¦òµ^¥§","VIRGINIA",11,"---",36,0,0,0,1978-07-22 00:00:00,1978-08-02 12:00:00
"2028",1978,197806,"±Zµ·","TRIX",12,"---",36,0,0,0,1978-07-11 00:00:00,1978-07-23 00:00:00
"2030",1978,197805,"³·²ú","SHIRLEY",3,"---",18,0,0,0,1978-06-27 00:00:00,1978-06-30 12:00:00
"2032",1978,197804,"Ã¹µ·","ROSE",3,"---",20,0,0,7,1978-06-21 00:00:00,1978-06-24 12:00:00
"2034",1978,197803,"¬Á²ú","POLLY",7,"---",25,0,0,0,1978-06-13 18:00:00,1978-06-20 12:00:00
"2036",1978,197802,"¼Ú²úªÜ","OLIVE",10,"---",43,0,0,7,1978-04-16 12:00:00,1978-04-26 12:00:00
"2038",1978,197801,"®R©w","NADINE",7,"---",30,0,0,0,1978-01-06 18:00:00,1978-01-13 00:00:00
"2040",1977,197719,"º¿ÄR","MARY",14,"---",48,0,0,0,1977-12-20 12:00:00,1978-01-03 12:00:00
"2042",1977,197718,"ÅSÁ¨","LUCY",9,"---",59,0,0,0,1977-11-28 12:00:00,1977-12-07 12:00:00
"2044",1977,197717,"¶}±ö","KIM",11,"---",64,0,0,0,1977-11-06 12:00:00,1977-11-17 00:00:00
"2046",1977,197716,"µ^®¦","JEAN",6,"---",33,0,0,0,1977-10-28 12:00:00,1977-11-03 12:00:00
"2048",1977,197715,"¦ãß»","IVY",6,"---",46,0,0,0,1977-10-21 12:00:00,1977-10-27 00:00:00
"2050",1977,197714,"«¢²ú","HARRIET",4,"---",28,0,0,0,1977-10-16 12:00:00,1977-10-20 12:00:00
"2052",1977,197713,"¦N¹F","GILDA",7,"---",36,0,0,0,1977-10-03 00:00:00,1977-10-10 00:00:00
"2054",1977,197712,"ªÜ·ç¹F","FREDA",2,"---",28,0,0,3,1977-09-23 00:00:00,1977-09-25 00:00:00
"2056",1977,197711,"Åaº¿","EMMA",5,"---",30,0,0,0,1977-09-15 12:00:00,1977-09-20 00:00:00
"2058",1977,197710,"ÂL¯Ç","DINAH",9,"---",38,0,0,17,1977-09-14 12:00:00,1977-09-23 12:00:00
"2060",1977,197709,"¥d©Ô","CARLA",2,"---",18,0,0,0,1977-09-03 00:00:00,1977-09-05 00:00:00
"2062",1977,197708,"Ä_¨Ø","BABE",8,"---",66,0,0,9,1977-09-02 00:00:00,1977-09-10 12:00:00
"2064",1977,197707,"·R¬ü","AMY",3,"---",20,0,0,17,1977-08-20 00:00:00,1977-08-23 18:00:00
"2066",1977,197706,"¸U¹F","WANDA",4,"---",23,0,0,0,1977-07-31 12:00:00,1977-08-04 00:00:00
"2068",1977,197705,"Á¨©Ô","VERA",4,"---",56,0,0,16,1977-07-28 00:00:00,1977-08-01 00:00:00
"2070",1977,197704,"ÁÉ¬¥º¿","THELMA",5,"---",43,0,0,13,1977-07-21 00:00:00,1977-07-26 00:00:00
"2072",1977,197703,"²ï©Ô","SARAH",5,"---",38,0,0,0,1977-07-16 12:00:00,1977-07-21 12:00:00
"2074",1977,197702,"¾|µ·","RUTH",3,"---",30,0,0,8,1977-06-14 12:00:00,1977-06-17 12:00:00
"2076",1977,197701,"¥Õ¦è","PATSY",7,"---",25,0,0,0,1977-03-23 12:00:00,1977-03-30 06:00:00
"2078",1976,197625,"¼Ú¬Ä","OPAL",2,"---",18,0,0,0,1976-12-08 00:00:00,1976-12-10 12:00:00
"2080",1976,197624,"®R©Ô","NORA",7,"---",23,0,0,0,1976-12-01 00:00:00,1976-12-08 00:00:00
"2082",1976,197623,"º¿ªÛ","MARGE",8,"---",30,0,0,8,1976-11-04 00:00:00,1976-11-12 12:00:00
"2084",1976,197622,"¾|¨Ìµ·","LOUISE",13,"---",72,0,0,10,1976-10-27 00:00:00,1976-11-09 12:00:00
"2086",1976,197621,"Ã£¦w","JOAN",7,"---",36,0,0,0,1976-09-18 00:00:00,1976-09-25 00:00:00
"2088",1976,197620,"¦ã·çµ·","IRIS",14,"---",38,0,0,8,1976-09-14 00:00:00,1976-09-28 00:00:00
"2090",1976,197619,"¶P´¶","HOPE",6,"---",36,0,0,0,1976-09-13 00:00:00,1976-09-19 00:00:00
"2092",1976,197618,"³ìµX¨È","GEORGIA",8,"---",20,0,0,0,1976-09-08 00:00:00,1976-09-16 00:00:00
"2094",1976,197617,"ªÜ¦w","FRAN",13,"---",66,0,0,9,1976-09-02 00:00:00,1976-09-15 12:00:00
"2096",1976,197616,"¦ã­Û","ELLEN",5,"---",23,0,0,0,1976-08-20 00:00:00,1976-08-25 12:00:00
"2098",1976,197615,"À¹¯S","DOT",7,"---",25,0,0,6,1976-08-17 00:00:00,1976-08-24 00:00:00
"2100",1976,197614,"¸¯µÜ©Ô","CLARA",4,"---",20,0,0,0,1976-08-03 00:00:00,1976-08-07 12:00:00
"2102",1976,197613,"²¦²ú","BILLIE",11,"---",64,0,0,8,1976-07-31 00:00:00,1976-08-11 00:00:00
"2104",1976,197612,"¦ã©g¹F","ANITA",6,"---",33,0,0,0,1976-07-20 12:00:00,1976-07-26 06:00:00
"2106",1976,197611,"ÃQ¹F","WILDA",7,"---",23,0,0,0,1976-07-17 00:00:00,1976-07-24 06:00:00
"2108",1976,197610,"½ÃµÜ¯S","VIOLET",7,"---",28,0,0,0,1976-07-20 00:00:00,1976-07-27 12:00:00
"2110",1976,197609,"ÁÉ·çµ·","THERESE",13,"---",69,0,0,0,1976-07-08 00:00:00,1976-07-21 00:00:00
"2112",1976,197608,"²ï²ú","SALLY",11,"---",59,0,0,0,1976-06-24 00:00:00,1976-07-05 06:00:00
"2114",1976,197607,"¾|ºÑ","RUBY",15,"---",61,0,0,12,1976-06-20 00:00:00,1976-07-05 12:00:00
"2116",1976,197606,"ªi±K©Ô","PAMELA",15,"---",66,0,0,0,1976-05-14 00:00:00,1976-05-29 12:00:00
"2118",1976,197605,"¼Ú¥[","OLGA",18,"---",51,0,0,0,1976-05-10 00:00:00,1976-05-28 12:00:00
"2120",1976,197604,"«n¬I","NANCY",9,"---",28,0,0,0,1976-04-24 00:00:00,1976-05-03 00:00:00
"2122",1976,197603,"±ö·ç","MARIE",15,"---",59,0,0,0,1976-04-01 00:00:00,1976-04-16 12:00:00
"2124",1976,197602,"³Ò®R","LORNA",7,"---",18,0,0,0,1976-02-25 00:00:00,1976-03-03 00:00:00
"2126",1976,197601,"³Í¦è","KATHY",7,"---",41,0,0,0,1976-01-26 00:00:00,1976-02-02 12:00:00
"2131",1975,197520,"¸Ê®¦","JUNE",9,"---",82,0,0,0,1975-11-15 00:00:00,1975-11-24 18:00:00
"2133",1975,197519,"¦ã¹F","IDA",9,"---",43,0,0,0,1975-11-05 00:00:00,1975-11-14 12:00:00
"2135",1975,197518,"®ü­Û","HELEN",3,"---",23,0,0,0,1975-11-01 00:00:00,1975-11-04 12:00:00
"2137",1975,197517,"¸¯·çµ·","GRACE",11,"---",30,0,0,0,1975-10-24 00:00:00,1975-11-04 06:00:00
"2139",1975,197516,"ªÜ³Ò¦è","FLOSSIE",4,"---",36,0,0,3,1975-10-19 00:00:00,1975-10-23 12:00:00
"2141",1975,197515,"¦ãº¸¦è","ELSIE",7,"---",69,0,0,10,1975-10-08 00:00:00,1975-10-15 00:00:00
"2143",1975,197514,"³£ÄRµ·","DORIS",4,"---",28,0,0,0,1975-10-02 12:00:00,1975-10-06 12:00:00
"2145",1975,197513,"±F©Ô","CORA",9,"---",54,0,0,0,1975-09-30 00:00:00,1975-10-09 12:00:00
"2147",1975,197512,"¨©¸¦","BETTY",7,"---",48,0,0,11,1975-09-17 00:00:00,1975-09-24 00:00:00
"2149",1975,197511,"¦ãÄRµ·","ALICE",6,"---",38,0,0,0,1975-09-15 00:00:00,1975-09-21 06:00:00
"2151",1975,197510,"·Å©g","WINNIE",4,"---",33,0,0,0,1975-09-08 00:00:00,1975-09-12 12:00:00
"2153",1975,197509,"½Ã¼Ú©Ô","VIOLA",4,"---",23,0,0,0,1975-09-04 00:00:00,1975-09-08 00:00:00
"2155",1975,197508,"¸¦µ·","TESS",9,"---",48,0,0,0,1975-09-01 00:00:00,1975-09-10 18:00:00
"2157",1975,197507,"Ä¬¬À","SUSAN",9,"---",25,0,0,0,1975-08-25 00:00:00,1975-09-03 12:00:00
"2159",1975,197506,"²ú®õ","RITA",7,"---",41,0,0,0,1975-08-17 00:00:00,1975-08-24 12:00:00
"2161",1975,197505,"¶O²úµ·","PHYLIS",7,"---",61,0,0,0,1975-08-11 00:00:00,1975-08-18 18:00:00
"2163",1975,197504,"°þ©Ô","ORA",4,"---",33,0,0,8,1975-08-09 00:00:00,1975-08-13 12:00:00
"2165",1975,197503,"©g®R","NINA",6,"---",69,0,0,8,1975-07-30 00:00:00,1975-08-05 06:00:00
"2167",1975,197502,"º¿¬ü","MAMIE",4,"---",20,0,0,0,1975-07-26 00:00:00,1975-07-30 12:00:00
"2169",1975,197501,"Ã¹©Ô","LOLA",7,"---",36,0,0,0,1975-01-21 00:00:00,1975-01-28 12:00:00
"2174",1974,197432,"§J¸¦","KIT",6,"---",20,0,0,0,1974-12-18 00:00:00,1974-12-24 12:00:00
"2176",1974,197431,"¸Ê­}","JUDY",2,"---",20,0,0,0,1974-12-17 00:00:00,1974-12-19 06:00:00
"2178",1974,197430,"¥ìº¿","IRMA",13,"---",59,0,0,0,1974-11-20 00:00:00,1974-12-03 00:00:00
"2180",1974,197429,"®ü´µ¯S","HESTER",2,"---",18,0,0,0,1974-11-13 00:00:00,1974-11-15 12:00:00
"2182",1974,197428,"¸¯¼ÖÂ§","GLORIA",8,"---",61,0,0,12,1974-11-02 00:00:00,1974-11-10 00:00:00
"2184",1974,197427,"¶O¨Ì","FAYE",5,"---",28,0,0,0,1974-10-31 00:00:00,1974-11-05 00:00:00
"2186",1974,197426,"¦ãµY","ELAINE",9,"---",48,0,0,4,1974-10-23 00:00:00,1974-11-01 00:00:00
"2188",1974,197425,"ÂL©Ô","DELLA",7,"---",46,0,0,4,1974-10-20 00:00:00,1974-10-27 12:00:00
"2190",1974,197424,"¥dªù","CARMEN",7,"---",38,0,0,0,1974-10-13 00:00:00,1974-10-20 12:00:00
"2192",1974,197423,"¨©µ·","BESS",6,"---",33,0,0,5,1974-10-08 00:00:00,1974-10-14 12:00:00
"2194",1974,197422,"¦ã©gµ·","AGNES",8,"---",54,0,0,0,1974-09-24 00:00:00,1974-10-02 00:00:00
"2196",1974,197421,"­S­}","WENDY",7,"---",30,0,0,12,1974-09-23 00:00:00,1974-09-30 12:00:00
"2198",1974,197420,"¦òµ^¥§","VIRGINIA",6,"---",38,0,0,0,1974-09-11 00:00:00,1974-09-17 12:00:00
"2200",1974,197419,"±Zµ·","TRIX",3,"---",20,0,0,0,1974-09-04 18:00:00,1974-09-07 18:00:00
