statistic_yyymm,site_id,village,birth_total,birth_total_m,birth_total_f,death_total,death_m,death_f,marry_pair,divorce_pair
統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數
10607,新北市板橋區,留侯里,0,0,0,0,0,0,4,0
10607,新北市板橋區,流芳里,6,2,4,1,1,0,1,0
10607,新北市板橋區,赤松里,0,0,0,0,0,0,0,0
10607,新北市板橋區,黃石里,0,0,0,0,0,0,1,0
10607,新北市板橋區,挹秀里,2,2,0,0,0,0,1,0
10607,新北市板橋區,湳興里,4,3,1,1,1,0,3,0
10607,新北市板橋區,新興里,3,2,1,2,2,0,1,1
10607,新北市板橋區,社後里,3,2,1,9,8,1,1,3
10607,新北市板橋區,香社里,6,3,3,2,1,1,2,1
10607,新北市板橋區,中正里,5,3,2,1,1,0,4,0
10607,新北市板橋區,自強里,2,0,2,2,0,2,2,1
10607,新北市板橋區,自立里,3,2,1,3,1,2,1,0
10607,新北市板橋區,光華里,1,0,1,1,1,0,2,0
10607,新北市板橋區,國光里,3,2,1,1,1,0,2,1
10607,新北市板橋區,港尾里,3,1,2,1,1,0,2,2
10607,新北市板橋區,金華里,4,1,3,2,1,1,1,1
10607,新北市板橋區,港德里,6,4,2,3,2,1,1,1
10607,新北市板橋區,民權里,3,2,1,2,2,0,0,0
10607,新北市板橋區,建國里,4,3,1,1,0,1,3,0
10607,新北市板橋區,漢生里,1,0,1,3,2,1,3,1
10607,新北市板橋區,公舘里,5,1,4,3,0,3,0,1
10607,新北市板橋區,新民里,5,1,4,4,3,1,1,3
10607,新北市板橋區,幸福里,4,2,2,2,1,1,1,1
10607,新北市板橋區,忠誠里,3,1,2,3,1,2,1,1
10607,新北市板橋區,百壽里,1,0,1,4,1,3,2,1
10607,新北市板橋區,介壽里,1,1,0,1,1,0,0,1
10607,新北市板橋區,新埔里,1,1,0,0,0,0,2,0
10607,新北市板橋區,華江里,5,4,1,4,2,2,2,0
10607,新北市板橋區,江翠里,1,0,1,5,2,3,1,0
10607,新北市板橋區,純翠里,1,1,0,3,3,0,3,1
10607,新北市板橋區,溪頭里,2,1,1,5,4,1,2,3
10607,新北市板橋區,聯翠里,0,0,0,3,1,2,0,0
10607,新北市板橋區,宏翠里,1,1,0,7,4,3,3,1
10607,新北市板橋區,仁翠里,2,1,1,2,1,1,4,0
10607,新北市板橋區,新翠里,4,1,3,5,3,2,6,2
10607,新北市板橋區,吉翠里,2,1,1,3,1,2,2,1
10607,新北市板橋區,德翠里,10,7,3,4,2,2,3,3
10607,新北市板橋區,滿翠里,3,0,3,1,1,0,1,0
10607,新北市板橋區,明翠里,1,1,0,3,1,2,2,1
10607,新北市板橋區,松翠里,3,3,0,2,2,0,1,0
10607,新北市板橋區,柏翠里,4,2,2,1,0,1,2,2
10607,新北市板橋區,龍翠里,7,6,1,0,0,0,3,0
10607,新北市板橋區,華翠里,5,2,3,0,0,0,0,0
10607,新北市板橋區,忠翠里,6,5,1,3,1,2,6,2
10607,新北市板橋區,嵐翠里,1,0,1,2,1,1,0,0
10607,新北市板橋區,文翠里,4,3,1,2,1,1,5,1
10607,新北市板橋區,青翠里,0,0,0,2,2,0,0,0
10607,新北市板橋區,懷翠里,4,1,3,4,1,3,3,0
10607,新北市板橋區,福翠里,0,0,0,1,0,1,2,0
10607,新北市板橋區,港嘴里,1,1,0,3,2,1,3,2
10607,新北市板橋區,振興里,0,0,0,2,2,0,1,1
10607,新北市板橋區,振義里,2,1,1,0,0,0,4,0
10607,新北市板橋區,光復里,0,0,0,4,1,3,0,2
10607,新北市板橋區,埔墘里,6,3,3,4,1,3,1,0
10607,新北市板橋區,長壽里,3,1,2,1,0,1,1,1
10607,新北市板橋區,福壽里,4,2,2,2,1,1,6,1
10607,新北市板橋區,海山里,6,3,3,2,2,0,6,0
10607,新北市板橋區,九如里,0,0,0,3,2,1,4,1
10607,新北市板橋區,玉光里,6,4,2,4,2,2,0,2
10607,新北市板橋區,光仁里,0,0,0,2,2,0,0,2
10607,新北市板橋區,埤墘里,2,2,0,2,0,2,1,2
10607,新北市板橋區,永安里,0,0,0,3,2,1,2,1
10607,新北市板橋區,雙玉里,4,1,3,1,1,0,2,1
10607,新北市板橋區,廣新里,0,0,0,1,0,1,0,0
10607,新北市板橋區,深丘里,10,4,6,3,3,0,3,3
10607,新北市板橋區,香丘里,1,1,0,2,1,1,4,0
10607,新北市板橋區,西安里,3,2,1,1,0,1,3,1
10607,新北市板橋區,東丘里,2,2,0,3,3,0,3,3
10607,新北市板橋區,長安里,3,1,2,2,1,1,6,4
10607,新北市板橋區,福丘里,5,1,4,0,0,0,0,0
10607,新北市板橋區,福祿里,2,1,1,3,2,1,2,1
10607,新北市板橋區,民族里,3,2,1,2,2,0,1,1
10607,新北市板橋區,國泰里,3,2,1,1,1,0,2,0
10607,新北市板橋區,福德里,7,3,4,2,0,2,3,4
10607,新北市板橋區,景星里,0,0,0,3,1,2,1,1
10607,新北市板橋區,福星里,0,0,0,1,0,1,1,1
10607,新北市板橋區,鄉雲里,6,5,1,2,1,1,3,0
10607,新北市板橋區,廣德里,5,3,2,6,1,5,4,3
10607,新北市板橋區,大豐里,2,2,0,3,1,2,1,2
10607,新北市板橋區,重慶里,8,6,2,0,0,0,2,1
10607,新北市板橋區,仁愛里,0,0,0,3,0,3,0,0
10607,新北市板橋區,和平里,4,2,2,2,2,0,4,0
10607,新北市板橋區,廣福里,4,2,2,1,0,1,1,0
10607,新北市板橋區,華興里,5,1,4,1,1,0,1,1
10607,新北市板橋區,華貴里,2,1,1,1,0,1,2,0
10607,新北市板橋區,華德里,3,1,2,1,1,0,5,1
10607,新北市板橋區,華東里,6,3,3,1,0,1,4,1
10607,新北市板橋區,信義里,0,0,0,2,0,2,3,1
10607,新北市板橋區,浮洲里,7,4,3,4,3,1,0,0
10607,新北市板橋區,華中里,5,0,5,5,3,2,3,0
10607,新北市板橋區,僑中里,3,2,1,2,1,1,2,1
10607,新北市板橋區,中山里,3,1,2,5,5,0,0,1
10607,新北市板橋區,復興里,0,0,0,1,1,0,0,1
10607,新北市板橋區,大安里,4,3,1,2,1,1,1,1
10607,新北市板橋區,福安里,1,0,1,3,3,0,0,1
10607,新北市板橋區,聚安里,2,1,1,2,1,1,4,1
10607,新北市板橋區,龍安里,2,0,2,1,0,1,0,0
10607,新北市板橋區,崑崙里,9,5,4,5,5,0,2,3
10607,新北市板橋區,溪洲里,8,4,4,1,1,0,0,0
10607,新北市板橋區,溪北里,2,1,1,2,2,0,1,0
10607,新北市板橋區,香雅里,1,0,1,1,1,0,1,0
10607,新北市板橋區,新生里,1,0,1,1,1,0,2,1
10607,新北市板橋區,文德里,2,1,1,5,2,3,3,0
10607,新北市板橋區,文化里,0,0,0,1,1,0,0,0
10607,新北市板橋區,新海里,8,4,4,0,0,0,3,0
10607,新北市板橋區,莒光里,5,3,2,0,0,0,1,1
10607,新北市板橋區,富貴里,0,0,0,0,0,0,1,1
10607,新北市板橋區,正泰里,5,2,3,1,0,1,1,0
10607,新北市板橋區,民生里,1,0,1,0,0,0,1,1
10607,新北市板橋區,後埔里,0,0,0,2,1,1,1,1
10607,新北市板橋區,華福里,1,1,0,1,1,0,0,1
10607,新北市板橋區,堂春里,3,2,1,1,0,1,1,2
10607,新北市板橋區,成和里,4,1,3,3,3,0,1,1
10607,新北市板橋區,光榮里,1,1,0,1,0,1,1,1
10607,新北市板橋區,民安里,1,0,1,1,1,0,1,1
10607,新北市板橋區,陽明里,4,3,1,2,1,1,3,1
10607,新北市板橋區,朝陽里,1,0,1,3,3,0,1,1
10607,新北市板橋區,松柏里,1,0,1,0,0,0,1,0
10607,新北市板橋區,文聖里,7,2,5,0,0,0,4,0
10607,新北市板橋區,居仁里,2,1,1,2,0,2,0,1
10607,新北市板橋區,莊敬里,1,1,0,0,0,0,1,0
10607,新北市板橋區,東安里,3,1,2,0,0,0,0,1
10607,新北市板橋區,五權里,2,1,1,2,0,2,0,0
10607,新北市板橋區,溪福里,8,2,6,2,1,1,6,0
10607,新北市板橋區,大觀里,2,2,0,2,1,1,1,0
10607,新北市板橋區,歡園里,1,0,1,1,0,1,1,1
10607,新北市三重區,大有里,3,2,1,2,2,0,3,3
10607,新北市三重區,二重里,1,1,0,0,0,0,1,1
10607,新北市三重區,頂崁里,1,0,1,0,0,0,2,0
10607,新北市三重區,谷王里,0,0,0,1,1,0,0,0
10607,新北市三重區,中興里,2,0,2,5,0,5,0,0
10607,新北市三重區,德厚里,0,0,0,0,0,0,0,0
10607,新北市三重區,成功里,5,2,3,1,1,0,2,2
10607,新北市三重區,福祉里,2,1,1,3,1,2,2,1
10607,新北市三重區,福民里,3,2,1,1,0,1,0,0
10607,新北市三重區,過田里,4,0,4,11,9,2,4,3
10607,新北市三重區,錦田里,0,0,0,3,2,1,1,0
10607,新北市三重區,重明里,5,2,3,1,0,1,1,1
10607,新北市三重區,光田里,0,0,0,2,1,1,1,1
10607,新北市三重區,光陽里,5,3,2,4,2,2,3,1
10607,新北市三重區,田心里,2,1,1,2,1,1,2,3
10607,新北市三重區,福田里,2,0,2,0,0,0,1,0
10607,新北市三重區,田中里,8,3,5,2,1,1,2,2
10607,新北市三重區,田安里,3,1,2,2,1,1,4,1
10607,新北市三重區,三民里,4,4,0,1,0,1,2,0
10607,新北市三重區,光明里,11,5,6,4,1,3,6,1
10607,新北市三重區,光正里,3,3,0,1,1,0,2,1
10607,新北市三重區,同安里,2,1,1,1,1,0,0,1
10607,新北市三重區,同慶里,0,0,0,1,0,1,0,0
10607,新北市三重區,菜寮里,2,2,0,0,0,0,1,1
10607,新北市三重區,永春里,2,2,0,1,1,0,0,0
10607,新北市三重區,中正里,1,1,0,1,1,0,0,3
10607,新北市三重區,吉利里,1,1,0,1,0,1,0,0
10607,新北市三重區,大同里,1,1,0,3,1,2,3,1
10607,新北市三重區,中民里,0,0,0,1,1,0,2,0
10607,新北市三重區,平和里,0,0,0,2,0,2,0,0
10607,新北市三重區,大安里,5,2,3,2,2,0,0,0
10607,新北市三重區,仁德里,1,0,1,0,0,0,2,0
10607,新北市三重區,忠孝里,0,0,0,0,0,0,1,0
10607,新北市三重區,仁義里,0,0,0,0,0,0,1,1
10607,新北市三重區,光榮里,1,0,1,0,0,0,1,0
10607,新北市三重區,光輝里,0,0,0,3,1,2,2,0
10607,新北市三重區,福星里,0,0,0,1,1,0,0,0
10607,新北市三重區,福利里,2,2,0,2,1,1,0,1
10607,新北市三重區,清和里,2,1,1,1,1,0,1,1
10607,新北市三重區,永興里,0,0,0,0,0,0,0,0
10607,新北市三重區,中山里,2,0,2,3,1,2,2,1
10607,新北市三重區,大園里,2,1,1,3,2,1,0,1
10607,新北市三重區,國隆里,3,3,0,2,2,0,1,1
10607,新北市三重區,重陽里,4,1,3,3,2,1,2,2
10607,新北市三重區,民生里,2,0,2,2,2,0,0,0
10607,新北市三重區,重新里,2,1,1,2,1,1,0,1
10607,新北市三重區,正德里,0,0,0,2,1,1,0,0
10607,新北市三重區,正義里,1,0,1,1,0,1,2,0
10607,新北市三重區,正安里,1,0,1,0,0,0,2,1
10607,新北市三重區,自強里,1,0,1,0,0,0,1,1
10607,新北市三重區,文化里,2,2,0,2,1,1,2,1
10607,新北市三重區,中央里,1,0,1,0,0,0,0,1
10607,新北市三重區,雙園里,0,0,0,0,0,0,1,0
10607,新北市三重區,錦通里,1,0,1,0,0,0,1,0
10607,新北市三重區,錦安里,0,0,0,3,2,1,2,0
10607,新北市三重區,長安里,1,1,0,2,1,1,1,0
10607,新北市三重區,光華里,2,1,1,0,0,0,1,1
10607,新北市三重區,長生里,0,0,0,1,1,0,0,0
10607,新北市三重區,開元里,2,1,1,1,1,0,1,0
10607,新北市三重區,大德里,1,0,1,1,1,0,1,1
10607,新北市三重區,長元里,0,0,0,3,0,3,2,0
10607,新北市三重區,長江里,1,1,0,4,0,4,0,1
10607,新北市三重區,長泰里,2,1,1,2,1,1,1,1
10607,新北市三重區,長福里,1,0,1,2,1,1,1,2
10607,新北市三重區,介壽里,1,1,0,0,0,0,1,2
10607,新北市三重區,萬壽里,0,0,0,2,0,2,0,0
10607,新北市三重區,錦江里,0,0,0,1,1,0,0,2
10607,新北市三重區,龍濱里,3,1,2,1,0,1,0,1
10607,新北市三重區,龍門里,0,0,0,0,0,0,0,0
10607,新北市三重區,秀江里,0,0,0,0,0,0,0,0
10607,新北市三重區,奕壽里,2,1,1,0,0,0,2,1
10607,新北市三重區,三安里,1,1,0,5,5,0,0,0
10607,新北市三重區,福安里,2,1,1,1,1,0,1,1
10607,新北市三重區,信安里,1,0,1,0,0,0,1,1
10607,新北市三重區,安慶里,2,0,2,1,1,0,0,0
10607,新北市三重區,幸福里,0,0,0,3,2,1,1,0
10607,新北市三重區,六合里,1,0,1,3,2,1,2,1
10607,新北市三重區,六福里,5,3,2,2,0,2,1,0
10607,新北市三重區,順德里,1,0,1,1,1,0,2,0
10607,新北市三重區,承德里,1,0,1,1,0,1,0,0
10607,新北市三重區,瑞德里,2,2,0,0,0,0,1,0
10607,新北市三重區,崇德里,1,1,0,0,0,0,2,0
10607,新北市三重區,厚德里,2,2,0,1,0,1,0,0
10607,新北市三重區,維德里,1,1,0,5,4,1,0,0
10607,新北市三重區,尚德里,2,1,1,2,1,1,0,0
10607,新北市三重區,培德里,2,1,1,1,1,0,1,1
10607,新北市三重區,永德里,1,0,1,2,2,0,3,2
10607,新北市三重區,永盛里,1,1,0,2,1,1,0,0
10607,新北市三重區,永福里,5,2,3,1,1,0,1,1
10607,新北市三重區,永清里,5,1,4,3,3,0,1,1
10607,新北市三重區,永安里,3,3,0,2,0,2,4,1
10607,新北市三重區,永煇里,0,0,0,0,0,0,2,1
10607,新北市三重區,溪美里,10,5,5,3,2,1,4,3
10607,新北市三重區,福隆里,2,2,0,2,2,0,3,0
10607,新北市三重區,五常里,1,0,1,0,0,0,2,2
10607,新北市三重區,五福里,4,3,1,0,0,0,1,0
10607,新北市三重區,仁忠里,3,1,2,0,0,0,1,1
10607,新北市三重區,慈福里,2,2,0,1,1,0,1,1
10607,新北市三重區,慈生里,2,2,0,1,1,0,0,0
10607,新北市三重區,慈惠里,3,0,3,1,1,0,1,1
10607,新北市三重區,慈愛里,2,2,0,1,1,0,1,2
10607,新北市三重區,慈化里,2,2,0,0,0,0,1,0
10607,新北市三重區,慈祐里,0,0,0,2,2,0,3,1
10607,新北市三重區,五華里,9,6,3,1,1,0,4,2
10607,新北市三重區,富貴里,3,2,1,0,0,0,1,2
10607,新北市三重區,富華里,2,0,2,3,3,0,2,1
10607,新北市三重區,富福里,2,1,1,1,1,0,0,0
10607,新北市三重區,碧華里,8,6,2,3,3,0,5,4
10607,新北市三重區,五谷里,2,1,1,0,0,0,0,0
10607,新北市三重區,博愛里,3,3,0,1,1,0,0,0
10607,新北市三重區,福德里,1,0,1,1,1,0,1,0
10607,新北市三重區,永吉里,5,4,1,2,1,1,0,0
10607,新北市三重區,永發里,3,3,0,3,3,0,2,1
10607,新北市三重區,永順里,5,2,3,3,1,2,2,0
10607,新北市三重區,永豐里,3,2,1,1,0,1,3,2
10607,新北市三重區,立德里,4,1,3,1,0,1,1,0
10607,新北市三重區,福樂里,4,4,0,4,2,2,3,0
10607,新北市三重區,仁華里,1,0,1,2,2,0,1,1
10607,新北市三重區,五順里,4,3,1,2,1,1,1,1
10607,新北市中和區,中原里,5,3,2,5,2,3,0,0
10607,新北市中和區,平河里,6,4,2,5,3,2,0,4
10607,新北市中和區,信和里,0,0,0,4,3,1,2,3
10607,新北市中和區,仁和里,2,1,1,2,1,1,4,0
10607,新北市中和區,中正里,0,0,0,2,0,2,1,0
10607,新北市中和區,建和里,3,2,1,3,1,2,0,0
10607,新北市中和區,連和里,2,2,0,3,3,0,0,2
10607,新北市中和區,連城里,5,2,3,4,4,0,3,1
10607,新北市中和區,力行里,5,4,1,2,2,0,3,1
10607,新北市中和區,枋寮里,2,1,1,2,0,2,1,1
10607,新北市中和區,漳和里,1,1,0,1,0,1,4,2
10607,新北市中和區,廟美里,4,3,1,5,2,3,1,0
10607,新北市中和區,福真里,2,2,0,4,3,1,1,2
10607,新北市中和區,福善里,1,0,1,3,1,2,2,1
10607,新北市中和區,福美里,3,2,1,3,2,1,3,1
10607,新北市中和區,福祥里,7,3,4,1,0,1,3,0
10607,新北市中和區,瓦󿾨里,3,2,1,4,2,2,1,1
10607,新北市中和區,福和里,1,1,0,3,3,0,4,0
10607,新北市中和區,佳和里,0,0,0,3,1,2,1,1
10607,新北市中和區,安樂里,1,0,1,1,0,1,3,1
10607,新北市中和區,安和里,3,3,0,1,1,0,2,0
10607,新北市中和區,安平里,1,0,1,4,3,1,3,1
10607,新北市中和區,中安里,5,4,1,1,0,1,0,0
10607,新北市中和區,泰安里,4,2,2,2,1,1,0,1
10607,新北市中和區,新南里,5,3,2,2,1,1,2,3
10607,新北市中和區,南山里,4,4,0,4,2,2,2,3
10607,新北市中和區,秀山里,7,4,3,4,1,3,2,0
10607,新北市中和區,秀成里,2,2,0,1,1,0,1,0
10607,新北市中和區,秀福里,3,2,1,4,1,3,0,1
10607,新北市中和區,秀景里,5,3,2,2,2,0,1,0
10607,新北市中和區,秀明里,1,1,0,7,5,2,3,1
10607,新北市中和區,秀峰里,3,0,3,4,2,2,2,2
10607,新北市中和區,秀仁里,4,2,2,3,3,0,3,2
10607,新北市中和區,頂南里,2,1,1,4,2,2,1,1
10607,新北市中和區,華新里,8,6,2,5,3,2,0,5
10607,新北市中和區,東南里,3,2,1,6,3,3,2,0
10607,新北市中和區,華南里,6,4,2,1,0,1,1,1
10607,新北市中和區,忠孝里,3,3,0,3,3,0,6,2
10607,新北市中和區,崇南里,6,3,3,5,4,1,2,1
10607,新北市中和區,景南里,4,0,4,0,0,0,1,1
10607,新北市中和區,橫路里,0,0,0,0,0,0,0,1
10607,新北市中和區,內南里,4,3,1,5,3,2,1,2
10607,新北市中和區,壽南里,1,0,1,1,0,1,3,1
10607,新北市中和區,外南里,3,1,2,9,7,2,4,1
10607,新北市中和區,復興里,2,0,2,4,4,0,4,0
10607,新北市中和區,和興里,3,1,2,1,1,0,0,1
10607,新北市中和區,景平里,4,2,2,1,0,1,6,0
10607,新北市中和區,景新里,3,1,2,2,0,2,2,1
10607,新北市中和區,景福里,2,1,1,2,1,1,2,1
10607,新北市中和區,景安里,2,2,0,6,4,2,2,1
10607,新北市中和區,景文里,1,0,1,0,0,0,0,0
10607,新北市中和區,錦和里,2,1,1,5,3,2,0,0
10607,新北市中和區,錦昌里,2,2,0,4,4,0,0,0
10607,新北市中和區,灰󿾨里,0,0,0,1,0,1,0,0
10607,新北市中和區,積穗里,11,9,2,1,0,1,5,3
10607,新北市中和區,民享里,4,2,2,3,1,2,1,0
10607,新北市中和區,員山里,4,0,4,4,2,2,1,0
10607,新北市中和區,嘉穗里,3,2,1,1,0,1,3,0
10607,新北市中和區,文元里,4,2,2,3,2,1,0,2
10607,新北市中和區,嘉新里,1,1,0,1,1,0,2,1
10607,新北市中和區,民安里,5,4,1,0,0,0,1,1
10607,新北市中和區,安穗里,4,3,1,1,1,0,2,0
10607,新北市中和區,瑞穗里,3,3,0,3,2,1,3,0
10607,新北市中和區,明穗里,0,0,0,2,1,1,1,0
10607,新北市中和區,清穗里,0,0,0,2,2,0,0,0
10607,新北市中和區,自強里,4,3,1,5,3,2,5,0
10607,新北市中和區,德穗里,3,1,2,1,1,0,0,0
10607,新北市中和區,民生里,3,2,1,3,1,2,1,1
10607,新北市中和區,國光里,4,3,1,0,0,0,2,0
10607,新北市中和區,壽德里,7,3,4,3,3,0,3,0
10607,新北市中和區,明德里,2,1,1,2,0,2,3,1
10607,新北市中和區,秀水里,2,2,0,3,3,0,3,0
10607,新北市中和區,德行里,6,1,5,2,0,2,4,1
10607,新北市中和區,宜安里,1,0,1,3,3,0,1,0
10607,新北市中和區,安順里,3,1,2,1,0,1,1,0
10607,新北市中和區,秀義里,1,0,1,6,4,2,1,0
10607,新北市中和區,秀士里,1,1,0,0,0,0,1,1
10607,新北市中和區,興南里,2,1,1,3,1,2,1,1
10607,新北市中和區,景本里,1,1,0,0,0,0,1,0
10607,新北市中和區,福南里,3,1,2,0,0,0,3,2
10607,新北市中和區,中興里,6,1,5,1,1,0,3,2
10607,新北市中和區,吉興里,2,2,0,5,1,4,2,0
10607,新北市中和區,中山里,3,2,1,0,0,0,0,2
10607,新北市中和區,碧河里,5,2,3,4,2,2,1,1
10607,新北市中和區,錦中里,1,1,0,2,0,2,0,1
10607,新北市中和區,錦盛里,7,4,3,2,1,1,1,1
10607,新北市中和區,民有里,2,1,1,1,1,0,3,0
10607,新北市中和區,員富里,2,2,0,2,1,1,0,2
10607,新北市中和區,嘉慶里,6,2,4,4,4,0,3,1
10607,新北市中和區,冠穗里,5,1,4,1,1,0,2,0
10607,新北市中和區,國華里,6,4,2,0,0,0,0,0
10607,新北市中和區,正南里,1,0,1,2,2,0,1,2
10607,新北市中和區,正行里,3,2,1,0,0,0,2,0
10607,新北市永和區,福林里,1,1,0,3,2,1,0,1
10607,新北市永和區,文化里,1,0,1,2,0,2,3,0
10607,新北市永和區,豫溪里,2,2,0,4,1,3,1,2
10607,新北市永和區,光明里,2,0,2,0,0,0,0,0
10607,新北市永和區,仁愛里,0,0,0,1,0,1,0,1
10607,新北市永和區,永貞里,4,2,2,1,1,0,2,0
10607,新北市永和區,永福里,1,0,1,2,2,0,1,0
10607,新北市永和區,民治里,2,0,2,0,0,0,2,0
10607,新北市永和區,永成里,0,0,0,1,1,0,0,1
10607,新北市永和區,忠義里,0,0,0,0,0,0,0,0
10607,新北市永和區,永元里,2,0,2,2,1,1,4,0
10607,新北市永和區,秀林里,2,0,2,1,0,1,0,0
10607,新北市永和區,保安里,5,2,3,2,1,1,1,3
10607,新北市永和區,中溪里,3,3,0,2,1,1,0,1
10607,新北市永和區,永安里,0,0,0,3,1,2,2,1
10607,新北市永和區,民族里,7,3,4,2,2,0,3,0
10607,新北市永和區,民權里,2,1,1,1,0,1,1,0
10607,新北市永和區,中興里,1,1,0,1,0,1,1,0
10607,新北市永和區,勵行里,1,1,0,1,1,0,0,1
10607,新北市永和區,秀朗里,5,2,3,3,2,1,1,0
10607,新北市永和區,秀成里,3,1,2,5,3,2,0,0
10607,新北市永和區,上溪里,1,1,0,3,2,1,0,0
10607,新北市永和區,竹林里,2,2,0,3,2,1,1,3
10607,新北市永和區,雙和里,3,0,3,0,0,0,1,0
10607,新北市永和區,安和里,0,0,0,3,2,1,0,1
10607,新北市永和區,水源里,3,2,1,4,2,2,0,0
10607,新北市永和區,協和里,2,0,2,1,1,0,2,1
10607,新北市永和區,河堤里,2,1,1,1,1,0,0,0
10607,新北市永和區,頂溪里,1,1,0,1,0,1,2,1
10607,新北市永和區,潭墘里,2,1,1,4,1,3,2,2
10607,新北市永和區,潭安里,5,3,2,8,3,5,3,1
10607,新北市永和區,大新里,0,0,0,1,0,1,0,0
10607,新北市永和區,保平里,2,0,2,0,0,0,3,0
10607,新北市永和區,民本里,3,1,2,5,2,3,1,2
10607,新北市永和區,民樂里,1,0,1,2,2,0,3,1
10607,新北市永和區,光復里,1,0,1,0,0,0,1,0
10607,新北市永和區,復興里,1,0,1,3,1,2,2,1
10607,新北市永和區,福和里,3,0,3,1,1,0,1,1
10607,新北市永和區,得和里,2,1,1,1,1,0,4,1
10607,新北市永和區,智光里,0,0,0,3,3,0,0,0
10607,新北市永和區,新生里,0,0,0,2,1,1,1,0
10607,新北市永和區,大同里,0,0,0,0,0,0,0,0
10607,新北市永和區,前溪里,0,0,0,1,1,0,0,0
10607,新北市永和區,和平里,3,2,1,2,0,2,1,2
10607,新北市永和區,新廍里,1,1,0,2,1,1,0,0
10607,新北市永和區,下溪里,2,2,0,3,1,2,0,1
10607,新北市永和區,秀和里,3,1,2,5,4,1,1,0
10607,新北市永和區,河濱里,4,3,1,2,2,0,1,1
10607,新北市永和區,民生里,6,3,3,2,1,1,1,1
10607,新北市永和區,秀得里,2,1,1,1,1,0,1,0
10607,新北市永和區,上林里,1,0,1,2,2,0,3,2
10607,新北市永和區,網溪里,0,0,0,1,1,0,2,0
10607,新北市永和區,正興里,1,0,1,0,0,0,1,0
10607,新北市永和區,永興里,2,2,0,2,1,1,0,1
10607,新北市永和區,桂林里,2,0,2,3,3,0,1,1
10607,新北市永和區,店街里,1,0,1,3,2,1,1,4
10607,新北市永和區,信義里,1,0,1,2,1,1,0,0
10607,新北市永和區,後溪里,0,0,0,1,1,0,2,0
10607,新北市永和區,民富里,1,0,1,1,0,1,0,0
10607,新北市永和區,秀元里,0,0,0,1,0,1,2,1
10607,新北市永和區,永樂里,1,0,1,2,1,1,0,0
10607,新北市永和區,保順里,3,1,2,1,1,0,5,3
10607,新北市新莊區,海山里,6,2,4,2,2,0,3,0
10607,新北市新莊區,頭前里,13,10,3,3,2,1,3,1
10607,新北市新莊區,國泰里,0,0,0,0,0,0,1,0
10607,新北市新莊區,全安里,5,2,3,0,0,0,4,3
10607,新北市新莊區,福基里,6,4,2,3,2,1,3,1
10607,新北市新莊區,豐年里,2,2,0,2,0,2,0,0
10607,新北市新莊區,忠孝里,4,3,1,4,3,1,1,1
10607,新北市新莊區,恆安里,6,4,2,2,2,0,1,0
10607,新北市新莊區,後港里,4,3,1,1,0,1,2,2
10607,新北市新莊區,文衡里,0,0,0,2,1,1,2,0
10607,新北市新莊區,中美里,5,1,4,1,1,0,5,1
10607,新北市新莊區,八德里,3,2,1,0,0,0,1,2
10607,新北市新莊區,興漢里,2,1,1,6,3,3,2,1
10607,新北市新莊區,中和里,10,7,3,5,5,0,3,1
10607,新北市新莊區,西盛里,7,2,5,1,0,1,7,2
10607,新北市新莊區,榮和里,2,1,1,0,0,0,2,3
10607,新北市新莊區,中泰里,2,0,2,4,1,3,2,0
10607,新北市新莊區,瓊林里,4,0,4,4,4,0,4,1
10607,新北市新莊區,文德里,0,0,0,2,2,0,0,0
10607,新北市新莊區,中誠里,2,0,2,1,1,0,0,0
10607,新北市新莊區,裕民里,3,1,2,5,4,1,4,3
10607,新北市新莊區,文明里,1,0,1,0,0,0,0,0
10607,新北市新莊區,中港里,0,0,0,1,0,1,1,1
10607,新北市新莊區,富國里,2,2,0,2,2,0,0,0
10607,新北市新莊區,思源里,3,2,1,4,4,0,1,0
10607,新北市新莊區,立人里,1,1,0,2,1,1,0,1
10607,新北市新莊區,南港里,3,1,2,2,1,1,1,2
10607,新北市新莊區,仁愛里,2,1,1,2,2,0,2,0
10607,新北市新莊區,立德里,0,0,0,1,1,0,1,0
10607,新北市新莊區,信義里,5,2,3,2,0,2,2,5
10607,新北市新莊區,立言里,2,0,2,1,1,0,3,1
10607,新北市新莊區,民安里,5,1,4,2,1,1,3,5
10607,新北市新莊區,和平里,3,2,1,2,2,0,3,0
10607,新北市新莊區,立功里,2,0,2,5,4,1,3,1
10607,新北市新莊區,民本里,5,2,3,4,4,0,0,0
10607,新北市新莊區,化成里,1,0,1,2,1,1,3,0
10607,新北市新莊區,立志里,2,1,1,1,0,1,2,2
10607,新北市新莊區,光華里,5,2,3,6,2,4,1,1
10607,新北市新莊區,思賢里,2,2,0,1,1,0,2,0
10607,新北市新莊區,營盤里,1,1,0,0,0,0,2,2
10607,新北市新莊區,光榮里,3,0,3,0,0,0,1,1
10607,新北市新莊區,自強里,1,0,1,3,1,2,1,1
10607,新北市新莊區,丹鳳里,6,5,1,2,2,0,5,0
10607,新北市新莊區,光明里,4,2,2,1,0,1,3,1
10607,新北市新莊區,自立里,5,3,2,3,2,1,1,0
10607,新北市新莊區,合鳳里,6,1,5,3,1,2,2,1
10607,新北市新莊區,幸福里,6,1,5,2,1,1,1,1
