statistic_yyymm,site_id,village,birth_total,birth_total_m,birth_total_f,death_total,death_m,death_f,marry_pair,divorce_pair
統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數
10607,臺北市大安區,敦煌里,1,0,1,3,1,2,0,0
10607,臺北市大安區,華聲里,3,2,1,4,1,3,2,0
10607,臺北市大安區,車層里,5,1,4,2,1,1,3,0
10607,臺北市大安區,光信里,5,2,3,3,1,2,7,4
10607,臺北市大安區,學府里,1,0,1,5,3,2,1,0
10607,臺北市中山區,正守里,1,0,1,5,3,2,0,0
10607,臺北市中山區,正義里,3,1,2,4,1,3,6,1
10607,臺北市中山區,正得里,1,1,0,3,2,1,1,1
10607,臺北市中山區,民安里,4,3,1,5,2,3,2,0
10607,臺北市中山區,康樂里,1,1,0,4,2,2,1,1
10607,臺北市中山區,中山里,7,2,5,5,2,3,5,1
10607,臺北市中山區,聚盛里,2,0,2,2,1,1,4,3
10607,臺北市中山區,集英里,4,1,3,7,3,4,1,1
10607,臺北市中山區,聚葉里,4,0,4,1,0,1,1,2
10607,臺北市中山區,恆安里,9,5,4,2,0,2,3,1
10607,臺北市中山區,晴光里,5,3,2,4,3,1,3,1
10607,臺北市中山區,圓山里,8,5,3,2,0,2,2,2
10607,臺北市中山區,劍潭里,5,4,1,4,2,2,0,1
10607,臺北市中山區,大直里,6,3,3,3,2,1,2,3
10607,臺北市中山區,成功里,8,3,5,1,1,0,3,1
10607,臺北市中山區,永安里,12,4,8,0,0,0,6,1
10607,臺北市中山區,大佳里,0,0,0,3,0,3,3,1
10607,臺北市中山區,新喜里,3,3,0,5,3,2,3,0
10607,臺北市中山區,新庄里,0,0,0,1,1,0,2,1
10607,臺北市中山區,新福里,4,1,3,6,2,4,2,1
10607,臺北市中山區,松江里,2,2,0,5,3,2,6,1
10607,臺北市中山區,新生里,1,1,0,4,3,1,1,1
10607,臺北市中山區,中庄里,1,1,0,7,4,3,4,0
10607,臺北市中山區,行政里,4,1,3,8,2,6,1,1
10607,臺北市中山區,行仁里,5,3,2,7,5,2,3,1
10607,臺北市中山區,行孝里,6,2,4,1,0,1,3,0
10607,臺北市中山區,下埤里,7,5,2,6,4,2,4,0
10607,臺北市中山區,江寧里,10,4,6,1,1,0,4,2
10607,臺北市中山區,江山里,4,2,2,1,0,1,2,0
10607,臺北市中山區,中吉里,6,2,4,7,4,3,2,1
10607,臺北市中山區,中原里,3,2,1,5,3,2,2,1
10607,臺北市中山區,興亞里,3,0,3,2,1,1,2,1
10607,臺北市中山區,中央里,4,1,3,4,3,1,3,0
10607,臺北市中山區,朱馥里,1,0,1,2,1,1,4,2
10607,臺北市中山區,龍洲里,0,0,0,4,1,3,2,3
10607,臺北市中山區,朱園里,5,2,3,1,1,0,3,1
10607,臺北市中山區,埤頭里,0,0,0,1,1,0,0,1
10607,臺北市中山區,朱崙里,0,0,0,2,1,1,0,0
10607,臺北市中山區,力行里,4,3,1,5,3,2,3,0
10607,臺北市中山區,復華里,2,1,1,1,0,1,4,0
10607,臺北市中山區,金泰里,8,6,2,2,1,1,3,1
10607,臺北市中山區,北安里,2,1,1,0,0,0,2,0
10607,臺北市中正區,水源里,3,0,3,1,1,0,5,2
10607,臺北市中正區,富水里,2,0,2,2,1,1,1,0
10607,臺北市中正區,文盛里,0,0,0,0,0,0,0,0
10607,臺北市中正區,林興里,2,0,2,5,1,4,1,1
10607,臺北市中正區,河堤里,3,1,2,2,0,2,4,2
10607,臺北市中正區,頂東里,7,4,3,4,1,3,2,2
10607,臺北市中正區,網溪里,9,6,3,1,0,1,1,1
10607,臺北市中正區,板溪里,2,1,1,3,2,1,3,1
10607,臺北市中正區,螢圃里,4,2,2,2,1,1,4,2
10607,臺北市中正區,螢雪里,4,2,2,5,2,3,2,0
10607,臺北市中正區,永功里,2,1,1,9,4,5,2,0
10607,臺北市中正區,永昌里,6,4,2,1,0,1,4,1
10607,臺北市中正區,龍興里,7,4,3,1,0,1,0,0
10607,臺北市中正區,忠勤里,3,2,1,5,5,0,3,2
10607,臺北市中正區,廈安里,3,1,2,1,1,0,0,1
10607,臺北市中正區,愛國里,3,2,1,3,1,2,0,0
10607,臺北市中正區,南門里,6,4,2,2,1,1,3,3
10607,臺北市中正區,龍光里,4,3,1,4,2,2,0,0
10607,臺北市中正區,南福里,6,2,4,5,4,1,3,3
10607,臺北市中正區,龍福里,6,3,3,1,1,0,1,3
10607,臺北市中正區,新營里,7,3,4,3,2,1,3,1
10607,臺北市中正區,建國里,0,0,0,1,1,0,0,1
10607,臺北市中正區,光復里,3,1,2,6,1,5,0,0
10607,臺北市中正區,黎明里,2,1,1,5,2,3,2,0
10607,臺北市中正區,梅花里,3,1,2,2,2,0,3,1
10607,臺北市中正區,幸福里,3,1,2,5,3,2,2,1
10607,臺北市中正區,幸市里,2,1,1,1,1,0,3,0
10607,臺北市中正區,東門里,3,1,2,2,2,0,1,0
10607,臺北市中正區,文北里,5,1,4,3,0,3,2,0
10607,臺北市中正區,文祥里,1,0,1,5,1,4,2,4
10607,臺北市中正區,三愛里,5,4,1,8,6,2,1,1
10607,臺北市大同區,玉泉里,2,0,2,0,0,0,3,2
10607,臺北市大同區,建明里,5,4,1,6,3,3,3,0
10607,臺北市大同區,建功里,1,1,0,1,1,0,1,1
10607,臺北市大同區,建泰里,3,2,1,1,0,1,3,0
10607,臺北市大同區,永樂里,4,2,2,3,1,2,3,1
10607,臺北市大同區,朝陽里,2,1,1,3,1,2,3,0
10607,臺北市大同區,星明里,4,3,1,2,1,1,0,3
10607,臺北市大同區,光能里,3,2,1,9,6,3,0,3
10607,臺北市大同區,大有里,0,0,0,5,5,0,4,0
10607,臺北市大同區,延平里,1,0,1,2,1,1,1,0
10607,臺北市大同區,雙連里,8,4,4,5,2,3,9,4
10607,臺北市大同區,南芳里,5,3,2,2,0,2,2,0
10607,臺北市大同區,民權里,5,1,4,8,4,4,4,3
10607,臺北市大同區,景星里,5,3,2,3,2,1,1,0
10607,臺北市大同區,隆和里,2,1,1,2,1,1,1,0
10607,臺北市大同區,蓬萊里,3,2,1,3,2,1,2,0
10607,臺北市大同區,國順里,4,2,2,0,0,0,1,1
10607,臺北市大同區,國慶里,1,1,0,2,1,1,3,2
10607,臺北市大同區,揚雅里,6,5,1,3,2,1,2,0
10607,臺北市大同區,斯文里,5,4,1,5,3,2,1,0
10607,臺北市大同區,鄰江里,4,2,2,3,2,1,0,1
10607,臺北市大同區,至聖里,7,2,5,3,2,1,3,2
10607,臺北市大同區,老師里,1,1,0,6,5,1,6,3
10607,臺北市大同區,重慶里,5,0,5,5,2,3,2,0
10607,臺北市大同區,保安里,0,0,0,4,3,1,4,2
10607,臺北市萬華區,福星里,5,3,2,4,3,1,1,3
10607,臺北市萬華區,萬壽里,1,0,1,4,2,2,2,1
10607,臺北市萬華區,西門里,6,1,5,2,0,2,1,1
10607,臺北市萬華區,新起里,7,4,3,3,1,2,2,0
10607,臺北市萬華區,菜園里,8,5,3,3,2,1,3,0
10607,臺北市萬華區,青山里,7,2,5,4,2,2,3,1
10607,臺北市萬華區,富民里,3,1,2,5,2,3,1,1
10607,臺北市萬華區,福音里,4,2,2,1,0,1,0,3
10607,臺北市萬華區,仁德里,4,2,2,2,2,0,4,0
10607,臺北市萬華區,富福里,2,1,1,9,8,1,3,2
10607,臺北市萬華區,頂碩里,7,4,3,6,3,3,6,1
10607,臺北市萬華區,雙園里,5,2,3,5,1,4,3,3
10607,臺北市萬華區,新忠里,3,0,3,2,2,0,3,0
10607,臺北市萬華區,新和里,7,0,7,1,1,0,3,1
10607,臺北市萬華區,糖廍里,10,4,6,6,3,3,3,0
10607,臺北市萬華區,和平里,7,5,2,7,2,5,4,2
10607,臺北市萬華區,綠堤里,4,0,4,4,4,0,2,1
10607,臺北市萬華區,華江里,5,3,2,2,2,0,5,3
10607,臺北市萬華區,柳鄉里,2,1,1,6,2,4,0,1
10607,臺北市萬華區,日善里,5,3,2,4,2,2,1,1
10607,臺北市萬華區,新安里,7,2,5,4,3,1,3,3
10607,臺北市萬華區,忠德里,5,2,3,4,3,1,0,1
10607,臺北市萬華區,孝德里,4,4,0,0,0,0,1,0
10607,臺北市萬華區,和德里,7,4,3,7,4,3,4,3
10607,臺北市萬華區,錦德里,0,0,0,5,3,2,0,3
10607,臺北市萬華區,全德里,4,4,0,3,0,3,3,1
10607,臺北市萬華區,保德里,3,2,1,4,4,0,1,1
10607,臺北市萬華區,銘德里,4,3,1,5,3,2,2,0
10607,臺北市萬華區,榮德里,2,1,1,5,4,1,3,1
10607,臺北市萬華區,壽德里,2,1,1,3,0,3,2,1
10607,臺北市萬華區,興德里,4,2,2,0,0,0,3,2
10607,臺北市萬華區,華中里,1,0,1,2,0,2,1,0
10607,臺北市萬華區,日祥里,3,2,1,7,4,3,1,4
10607,臺北市萬華區,忠貞里,5,1,4,6,3,3,2,2
10607,臺北市萬華區,凌霄里,6,1,5,3,1,2,0,0
10607,臺北市萬華區,騰雲里,1,0,1,3,2,1,2,2
10607,臺北市文山區,景行里,2,0,2,4,0,4,1,2
10607,臺北市文山區,景東里,4,2,2,1,1,0,2,0
10607,臺北市文山區,景美里,3,1,2,3,3,0,1,3
10607,臺北市文山區,景慶里,9,4,5,3,0,3,1,2
10607,臺北市文山區,景仁里,6,4,2,0,0,0,2,0
10607,臺北市文山區,景華里,6,4,2,5,3,2,2,0
10607,臺北市文山區,萬有里,3,2,1,2,1,1,3,1
10607,臺北市文山區,萬祥里,5,2,3,4,4,0,3,0
10607,臺北市文山區,萬隆里,7,4,3,0,0,0,2,2
10607,臺北市文山區,萬年里,1,0,1,4,2,2,1,3
10607,臺北市文山區,萬和里,1,0,1,2,1,1,1,1
10607,臺北市文山區,萬盛里,4,2,2,2,2,0,4,1
10607,臺北市文山區,興豐里,5,5,0,2,1,1,3,0
10607,臺北市文山區,興光里,1,1,0,1,0,1,0,0
10607,臺北市文山區,興家里,6,5,1,9,5,4,2,1
10607,臺北市文山區,興得里,2,1,1,4,2,2,2,0
10607,臺北市文山區,興業里,9,4,5,3,3,0,2,1
10607,臺北市文山區,興安里,2,0,2,2,1,1,1,1
10607,臺北市文山區,興福里,2,0,2,1,1,0,1,1
10607,臺北市文山區,興旺里,10,4,6,4,2,2,2,2
10607,臺北市文山區,興泰里,3,3,0,3,2,1,2,1
10607,臺北市文山區,興昌里,5,2,3,5,2,3,4,0
10607,臺北市文山區,試院里,4,1,3,8,3,5,4,0
10607,臺北市文山區,華興里,8,3,5,7,4,3,4,2
10607,臺北市文山區,明義里,3,2,1,5,4,1,5,0
10607,臺北市文山區,明興里,5,2,3,3,2,1,5,2
10607,臺北市文山區,木柵里,3,1,2,2,1,1,2,0
10607,臺北市文山區,木新里,5,4,1,4,4,0,6,2
10607,臺北市文山區,順興里,4,0,4,5,3,2,6,1
10607,臺北市文山區,樟林里,8,5,3,6,2,4,5,0
10607,臺北市文山區,樟新里,8,6,2,1,1,0,0,2
10607,臺北市文山區,樟腳里,3,1,2,2,1,1,1,1
10607,臺北市文山區,萬芳里,1,0,1,8,4,4,0,1
10607,臺北市文山區,博嘉里,9,3,6,4,3,1,4,0
10607,臺北市文山區,萬興里,10,5,5,6,2,4,6,0
10607,臺北市文山區,指南里,2,2,0,5,5,0,2,0
10607,臺北市文山區,老泉里,0,0,0,1,0,1,0,1
10607,臺北市文山區,忠順里,2,2,0,4,2,2,0,2
10607,臺北市文山區,萬美里,7,4,3,7,3,4,3,1
10607,臺北市文山區,政大里,6,2,4,2,2,0,6,1
10607,臺北市文山區,樟文里,6,4,2,2,1,1,5,0
10607,臺北市文山區,興邦里,3,2,1,2,1,1,2,1
10607,臺北市文山區,樟樹里,0,0,0,3,1,2,3,1
10607,臺北市南港區,南港里,6,4,2,3,2,1,2,0
10607,臺北市南港區,中南里,5,2,3,3,3,0,1,1
10607,臺北市南港區,新富里,2,0,2,2,0,2,1,1
10607,臺北市南港區,三重里,9,3,6,1,1,0,2,1
10607,臺北市南港區,東新里,5,1,4,3,1,2,4,1
10607,臺北市南港區,新光里,3,1,2,2,1,1,0,1
10607,臺北市南港區,東明里,2,1,1,2,2,0,3,0
10607,臺北市南港區,西新里,5,4,1,3,1,2,0,0
10607,臺北市南港區,玉成里,5,2,3,3,1,2,4,1
10607,臺北市南港區,合成里,4,2,2,4,2,2,4,1
10607,臺北市南港區,成福里,5,3,2,8,6,2,6,1
10607,臺北市南港區,萬福里,2,2,0,1,0,1,3,1
10607,臺北市南港區,鴻福里,3,2,1,1,0,1,4,2
10607,臺北市南港區,百福里,4,0,4,2,2,0,0,0
10607,臺北市南港區,聯成里,2,2,0,4,2,2,1,1
10607,臺北市南港區,舊莊里,11,5,6,7,7,0,9,4
10607,臺北市南港區,中研里,9,5,4,4,3,1,2,3
10607,臺北市南港區,九如里,3,2,1,3,2,1,5,0
10607,臺北市南港區,仁福里,5,2,3,1,0,1,1,0
10607,臺北市南港區,重陽里,8,3,5,3,3,0,4,0
10607,臺北市內湖區,西湖里,7,4,3,3,3,0,3,3
10607,臺北市內湖區,西康里,11,6,5,2,1,1,5,0
10607,臺北市內湖區,西安里,9,4,5,3,2,1,4,0
10607,臺北市內湖區,港墘里,5,1,4,3,2,1,7,0
10607,臺北市內湖區,港都里,2,1,1,1,0,1,3,1
10607,臺北市內湖區,港富里,9,5,4,4,4,0,5,2
10607,臺北市內湖區,港華里,11,6,5,1,0,1,5,1
10607,臺北市內湖區,內湖里,6,1,5,3,2,1,3,2
10607,臺北市內湖區,湖濱里,6,2,4,5,3,2,6,2
10607,臺北市內湖區,紫星里,6,2,4,3,3,0,4,1
10607,臺北市內湖區,大湖里,2,1,1,2,2,0,3,0
10607,臺北市內湖區,金龍里,7,3,4,1,0,1,0,0
10607,臺北市內湖區,金瑞里,5,2,3,2,1,1,3,0
10607,臺北市內湖區,碧山里,4,2,2,2,2,0,2,1
10607,臺北市內湖區,紫雲里,6,3,3,0,0,0,0,1
10607,臺北市內湖區,清白里,10,5,5,1,1,0,6,2
10607,臺北市內湖區,葫洲里,5,3,2,2,0,2,0,1
10607,臺北市內湖區,紫陽里,3,2,1,4,4,0,4,1
10607,臺北市內湖區,瑞陽里,11,4,7,6,5,1,4,1
10607,臺北市內湖區,瑞光里,7,2,5,5,3,2,1,1
10607,臺北市內湖區,五分里,8,2,6,2,1,1,3,3
10607,臺北市內湖區,東湖里,5,3,2,2,1,1,2,0
10607,臺北市內湖區,樂康里,6,4,2,6,3,3,0,1
10607,臺北市內湖區,內溝里,1,0,1,2,1,1,5,3
10607,臺北市內湖區,週美里,6,3,3,1,0,1,4,1
10607,臺北市內湖區,行善里,8,5,3,2,1,1,4,2
10607,臺北市內湖區,石潭里,8,7,1,1,1,0,2,1
10607,臺北市內湖區,湖興里,5,2,3,2,2,0,6,1
10607,臺北市內湖區,湖元里,5,2,3,2,1,1,4,1
10607,臺北市內湖區,安湖里,7,5,2,2,2,0,4,1
10607,臺北市內湖區,秀湖里,3,1,2,2,0,2,2,2
10607,臺北市內湖區,安泰里,4,2,2,4,4,0,3,1
10607,臺北市內湖區,金湖里,5,1,4,6,3,3,4,1
10607,臺北市內湖區,康寧里,5,3,2,6,3,3,3,0
10607,臺北市內湖區,明湖里,6,3,3,1,1,0,1,1
10607,臺北市內湖區,蘆洲里,0,0,0,0,0,0,2,0
10607,臺北市內湖區,麗山里,6,3,3,2,2,0,0,1
10607,臺北市內湖區,寶湖里,9,5,4,2,0,2,5,0
10607,臺北市內湖區,南湖里,6,6,0,2,1,1,2,0
10607,臺北市士林區,仁勇里,6,1,5,2,1,1,0,1
10607,臺北市士林區,義信里,3,1,2,0,0,0,4,0
10607,臺北市士林區,福林里,0,0,0,3,3,0,2,0
10607,臺北市士林區,福德里,3,3,0,3,2,1,3,1
10607,臺北市士林區,福志里,1,0,1,3,0,3,2,0
10607,臺北市士林區,舊佳里,3,2,1,4,3,1,9,0
10607,臺北市士林區,福佳里,6,3,3,1,0,1,4,0
10607,臺北市士林區,後港里,10,5,5,2,1,1,6,1
10607,臺北市士林區,福中里,7,4,3,5,3,2,4,1
10607,臺北市士林區,前港里,3,2,1,1,0,1,3,0
10607,臺北市士林區,百齡里,8,6,2,2,1,1,0,1
10607,臺北市士林區,承德里,7,6,1,3,3,0,2,1
10607,臺北市士林區,福華里,2,0,2,5,4,1,5,0
10607,臺北市士林區,明勝里,4,1,3,1,0,1,1,1
10607,臺北市士林區,福順里,5,4,1,7,3,4,2,3
10607,臺北市士林區,富光里,5,3,2,6,3,3,2,0
10607,臺北市士林區,葫蘆里,6,4,2,5,3,2,4,0
10607,臺北市士林區,葫東里,0,0,0,5,3,2,2,0
10607,臺北市士林區,社子里,8,5,3,2,0,2,1,1
10607,臺北市士林區,社新里,5,3,2,4,2,2,3,2
10607,臺北市士林區,社園里,8,3,5,2,0,2,1,1
10607,臺北市士林區,永倫里,6,5,1,3,2,1,5,3
10607,臺北市士林區,福安里,2,2,0,4,1,3,2,2
10607,臺北市士林區,富洲里,3,2,1,5,1,4,1,1
10607,臺北市士林區,岩山里,1,1,0,3,2,1,1,1
10607,臺北市士林區,名山里,6,6,0,8,6,2,4,0
10607,臺北市士林區,德行里,3,2,1,4,3,1,3,1
10607,臺北市士林區,德華里,7,4,3,5,2,3,7,0
10607,臺北市士林區,聖山里,3,0,3,3,2,1,4,1
10607,臺北市士林區,忠誠里,4,2,2,6,3,3,1,0
10607,臺北市士林區,芝山里,8,5,3,5,3,2,3,2
10607,臺北市士林區,東山里,3,2,1,1,1,0,5,1
10607,臺北市士林區,三玉里,3,1,2,2,1,1,4,1
10607,臺北市士林區,蘭雅里,9,5,4,3,1,2,6,2
10607,臺北市士林區,蘭興里,5,1,4,6,4,2,4,2
10607,臺北市士林區,天福里,4,2,2,2,0,2,0,0
10607,臺北市士林區,天祿里,4,2,2,3,2,1,4,0
10607,臺北市士林區,天壽里,2,0,2,5,1,4,2,0
10607,臺北市士林區,天和里,5,3,2,3,3,0,3,1
10607,臺北市士林區,天山里,4,1,3,4,1,3,4,2
10607,臺北市士林區,天玉里,9,6,3,4,2,2,5,2
10607,臺北市士林區,天母里,3,2,1,3,3,0,4,0
10607,臺北市士林區,永福里,2,1,1,2,0,2,0,0
10607,臺北市士林區,公館里,0,0,0,1,1,0,1,0
10607,臺北市士林區,新安里,1,0,1,1,1,0,2,0
10607,臺北市士林區,陽明里,3,2,1,2,1,1,1,1
10607,臺北市士林區,菁山里,0,0,0,0,0,0,0,1
10607,臺北市士林區,平等里,0,0,0,2,1,1,0,0
10607,臺北市士林區,溪山里,1,1,0,1,0,1,0,0
10607,臺北市士林區,翠山里,2,0,2,4,2,2,3,0
10607,臺北市士林區,臨溪里,1,0,1,3,3,0,1,1
10607,臺北市北投區,建民里,9,4,5,1,1,0,0,1
10607,臺北市北投區,文林里,3,1,2,1,1,0,0,1
10607,臺北市北投區,石牌里,4,2,2,2,1,1,3,2
10607,臺北市北投區,福興里,2,2,0,1,0,1,3,0
10607,臺北市北投區,榮光里,4,2,2,4,1,3,3,0
10607,臺北市北投區,榮華里,4,4,0,5,0,5,4,1
10607,臺北市北投區,裕民里,5,3,2,6,2,4,3,1
10607,臺北市北投區,振華里,7,3,4,4,2,2,2,2
10607,臺北市北投區,永和里,6,5,1,10,7,3,3,3
10607,臺北市北投區,永欣里,8,4,4,6,3,3,5,0
10607,臺北市北投區,永明里,2,1,1,2,0,2,1,0
10607,臺北市北投區,東華里,3,0,3,0,0,0,2,1
10607,臺北市北投區,吉利里,6,3,3,3,1,2,1,1
10607,臺北市北投區,吉慶里,4,2,2,4,1,3,2,1
10607,臺北市北投區,尊賢里,5,2,3,3,1,2,3,0
10607,臺北市北投區,立賢里,5,4,1,2,1,1,3,3
10607,臺北市北投區,立農里,8,3,5,5,4,1,2,3
10607,臺北市北投區,八仙里,7,5,2,5,2,3,5,0
10607,臺北市北投區,洲美里,0,0,0,0,0,0,0,2
10607,臺北市北投區,奇岩里,10,7,3,5,5,0,8,2
10607,臺北市北投區,清江里,10,6,4,5,5,0,6,2
10607,臺北市北投區,中央里,9,2,7,2,1,1,4,0
10607,臺北市北投區,長安里,5,2,3,6,3,3,4,1
10607,臺北市北投區,大同里,7,1,6,7,3,4,2,1
10607,臺北市北投區,溫泉里,7,3,4,4,3,1,1,3
10607,臺北市北投區,林泉里,0,0,0,4,4,0,4,1
10607,臺北市北投區,中心里,6,3,3,1,0,1,4,2
10607,臺北市北投區,中庸里,1,1,0,0,0,0,1,1
10607,臺北市北投區,開明里,2,0,2,3,2,1,3,3
10607,臺北市北投區,中和里,3,1,2,1,1,0,3,1
10607,臺北市北投區,智仁里,3,1,2,2,2,0,1,1
10607,臺北市北投區,秀山里,2,0,2,1,1,0,2,1
10607,臺北市北投區,文化里,10,4,6,0,0,0,3,1
10607,臺北市北投區,豐年里,5,2,3,1,0,1,3,1
10607,臺北市北投區,稻香里,8,6,2,3,1,2,3,1
10607,臺北市北投區,桃源里,4,3,1,3,2,1,2,2
10607,臺北市北投區,一德里,9,4,5,2,2,0,5,0
10607,臺北市北投區,關渡里,11,4,7,7,4,3,6,2
10607,臺北市北投區,泉源里,0,0,0,2,1,1,0,1
10607,臺北市北投區,湖山里,3,2,1,5,2,3,0,1
10607,臺北市北投區,大屯里,0,0,0,2,1,1,1,0
10607,臺北市北投區,湖田里,1,0,1,1,0,1,1,0
10607,桃園市桃園區,文化里,1,1,0,0,0,0,1,1
10607,桃園市桃園區,文明里,1,0,1,3,3,0,1,1
10607,桃園市桃園區,武陵里,3,1,2,1,0,1,2,0
10607,桃園市桃園區,大林里,14,11,3,3,3,0,4,3
10607,桃園市桃園區,忠義里,8,3,5,2,1,1,9,2
10607,桃園市桃園區,會稽里,8,5,3,4,2,2,8,5
10607,桃園市桃園區,長美里,0,0,0,1,0,1,0,0
10607,桃園市桃園區,民生里,0,0,0,1,0,1,0,1
10607,桃園市桃園區,永興里,1,0,1,2,1,1,0,0
10607,桃園市桃園區,汴洲里,6,4,2,3,3,0,2,0
10607,桃園市桃園區,永安里,6,3,3,3,1,2,3,3
10607,桃園市桃園區,東埔里,4,3,1,4,0,4,3,0
10607,桃園市桃園區,東門里,3,2,1,5,2,3,3,0
10607,桃園市桃園區,東山里,1,0,1,2,1,1,0,0
10607,桃園市桃園區,萬壽里,0,0,0,1,1,0,1,1
10607,桃園市桃園區,長安里,2,1,1,1,1,0,2,2
10607,桃園市桃園區,中埔里,3,2,1,4,2,2,1,1
10607,桃園市桃園區,西埔里,2,1,1,3,1,2,3,1
10607,桃園市桃園區,西門里,0,0,0,2,1,1,0,0
10607,桃園市桃園區,中和里,3,2,1,1,1,0,3,0
10607,桃園市桃園區,文昌里,1,1,0,0,0,0,2,0
10607,桃園市桃園區,新埔里,10,6,4,5,2,3,5,1
10607,桃園市桃園區,中山里,8,4,4,2,2,0,3,3
10607,桃園市桃園區,慈文里,10,6,4,1,1,0,3,4
10607,桃園市桃園區,西湖里,0,0,0,1,0,1,1,0
10607,桃園市桃園區,南門里,7,4,3,2,0,2,2,1
10607,桃園市桃園區,南華里,0,0,0,1,0,1,0,1
10607,桃園市桃園區,玉山里,0,0,0,4,4,0,4,0
10607,桃園市桃園區,中成里,8,4,4,2,2,0,4,0
10607,桃園市桃園區,中正里,4,0,4,2,2,0,2,1
10607,桃園市桃園區,北門里,1,1,0,2,0,2,1,1
10607,桃園市桃園區,雲林里,9,5,4,3,0,3,1,2
10607,桃園市桃園區,福林里,6,3,3,2,2,0,2,2
10607,桃園市桃園區,光興里,2,2,0,2,1,1,3,1
10607,桃園市桃園區,龍山里,2,1,1,6,3,3,1,1
10607,桃園市桃園區,龍岡里,2,1,1,4,4,0,1,3
10607,桃園市桃園區,成功里,5,4,1,1,1,0,1,0
10607,桃園市桃園區,青溪里,5,1,4,2,1,1,0,2
10607,桃園市桃園區,朝陽里,2,1,1,1,1,0,1,0
10607,桃園市桃園區,中興里,3,1,2,2,1,1,2,2
10607,桃園市桃園區,豐林里,6,3,3,2,2,0,6,1
10607,桃園市桃園區,建國里,3,1,2,4,1,3,7,1
10607,桃園市桃園區,大豐里,6,1,5,1,1,0,2,1
10607,桃園市桃園區,福安里,2,2,0,0,0,0,1,0
10607,桃園市桃園區,三民里,3,3,0,3,3,0,4,3
10607,桃園市桃園區,大興里,8,5,3,5,3,2,3,4
10607,桃園市桃園區,春日里,7,4,3,2,1,1,2,2
10607,桃園市桃園區,信光里,8,4,4,1,1,0,6,1
10607,桃園市桃園區,中寧里,5,1,4,0,0,0,1,2
10607,桃園市桃園區,同安里,7,3,4,2,0,2,5,5
10607,桃園市桃園區,莊敬里,6,5,1,8,5,3,2,2
10607,桃園市桃園區,文中里,1,1,0,5,4,1,0,0
10607,桃園市桃園區,泰山里,1,0,1,4,3,1,2,1
10607,桃園市桃園區,中路里,2,2,0,2,1,1,3,2
10607,桃園市桃園區,中德里,9,3,6,4,3,1,1,0
10607,桃園市桃園區,龍祥里,6,4,2,3,3,0,6,0
10607,桃園市桃園區,大有里,7,3,4,0,0,0,5,2
10607,桃園市桃園區,寶山里,3,1,2,3,2,1,2,4
10607,桃園市桃園區,龍鳳里,5,0,5,9,5,4,4,2
10607,桃園市桃園區,龍安里,6,4,2,2,2,0,2,4
10607,桃園市桃園區,自強里,5,4,1,2,1,1,3,2
10607,桃園市桃園區,中信里,5,5,0,1,0,1,5,1
10607,桃園市桃園區,長德里,9,2,7,1,1,0,2,3
10607,桃園市桃園區,中平里,3,0,3,1,0,1,2,3
10607,桃園市桃園區,中原里,2,0,2,2,2,0,2,1
10607,桃園市桃園區,中泰里,4,2,2,3,1,2,2,1
10607,桃園市桃園區,南埔里,2,2,0,4,2,2,2,2
10607,桃園市桃園區,寶慶里,6,2,4,2,0,2,2,2
10607,桃園市桃園區,北埔里,2,0,2,1,0,1,3,2
10607,桃園市桃園區,中聖里,6,3,3,5,3,2,2,2
10607,桃園市桃園區,龍壽里,6,4,2,3,1,2,5,0
10607,桃園市桃園區,同德里,5,1,4,4,3,1,2,0
10607,桃園市桃園區,明德里,2,1,1,1,1,0,2,0
10607,桃園市桃園區,寶安里,10,4,6,3,2,1,4,1
10607,桃園市桃園區,瑞慶里,1,1,0,3,1,2,3,2
10607,桃園市桃園區,三元里,2,2,0,1,1,0,1,1
10607,桃園市中壢區,龍平里,4,0,4,5,2,3,0,0
10607,桃園市中壢區,龍昌里,3,1,2,4,1,3,4,1
10607,桃園市中壢區,仁德里,2,1,1,2,2,0,0,1
10607,桃園市中壢區,永興里,0,0,0,1,0,1,0,0
10607,桃園市中壢區,內壢里,3,2,1,2,1,1,0,0
10607,桃園市中壢區,成功里,3,1,2,4,4,0,4,2
10607,桃園市中壢區,光明里,7,4,3,4,3,1,0,2
10607,桃園市中壢區,自立里,1,0,1,4,2,2,0,3
10607,桃園市中壢區,自強里,2,0,2,0,0,0,0,0
10607,桃園市中壢區,中堅里,7,4,3,1,1,0,2,0
10607,桃園市中壢區,龍興里,6,4,2,1,1,0,1,1
10607,桃園市中壢區,仁美里,7,5,2,3,1,2,4,2
10607,桃園市中壢區,仁愛里,1,0,1,2,2,0,4,2
10607,桃園市中壢區,新街里,5,1,4,1,1,0,1,1
10607,桃園市中壢區,中央里,2,2,0,4,1,3,4,0
10607,桃園市中壢區,普仁里,3,2,1,2,1,1,0,1
10607,桃園市中壢區,普義里,5,3,2,6,6,0,3,0
10607,桃園市中壢區,忠義里,6,1,5,0,0,0,7,2
10607,桃園市中壢區,中正里,5,1,4,3,2,1,7,2
10607,桃園市中壢區,興仁里,2,1,1,4,1,3,1,0
10607,桃園市中壢區,東興里,2,2,0,1,1,0,3,2
10607,桃園市中壢區,洽溪里,5,4,1,3,1,2,4,1
